texto,nivel
"Caminando por la selva, Elmer se cruzó con muchos animales Todos le decían: «Buenos días, Elmer» Y Elmer siempre sonreía y respondía: «Buenos días» Después de una larga caminata, Elmer encontró lo que buscaba: un gran arbusto.",2
Un arbusto enorme repleto de bayas; bayas de color elefante Elmer cogió el arbusto con la trompa y lo sacudió una y otra vez para que las bayas se desprendieran de las ramas.,2
"Cuando el suelo estuvo cubierto de bayas, Elmer se tumbó y empezó a rodar una y otra vez, para un lado y para el otro, y vuelta a empezar.",2
"Luego fue cogiendo racimos de bayas y fue frotándose todo el cuerpo con ellos hasta que estuvo cubierto de jugo de baya y no quedaba ni rastro de amarillo, ni de naranja, ni de rojo, ni de rosa, ni de lila, ni de azul, ni de verde, ni de negro, ni blanco.",2
"Cuando terminó, Elmer tenía el aspecto de cualquier otro elefante Entonces, Elmer emprendió el regreso hacia la manada Por el camino, se volvió a cruzar con los demás animales.",2
"Pero esta vez, todos le decían: «Buenos días, señor elefante» Y Elmer sonreía y respondía, contento de que no le reconocieran: «Buenos días» Cuando Elmer llegó donde los demás elefantes estaban, todos descansaban tranquilamente.",2
"Ninguno de ellos se dio cuenta de que era Elmer quien se abría paso hacia el centro de la manada Al cabo de un rato, Elmer se dio cuenta de que algo raro sucedía.",2
"¿Pero qué Miró a su alrededor: la misma selva de siempre, el mismo cielo azul de siempre, la misma nube de tormenta que iba y venía de siempre y, por último, los mismos elefantes de siempre: Elmer se los quedó mirando.",2
"Los elefantes no se movían en absoluto; Elmer nunca los había visto tan serios Y cuanto más miraba a aquellos elefantes serios, quietos y callados, más risa le entraba.",2
"Al final, no pudo aguantarse más Levantó la trompa y gritó con todas sus fuerzas: ¡BUH Los elefantes quedaron patidifusos —¡Por todas las trompas —exclamaron mientras Elmer se partía de risa.",2
"—¡Elmer ¿Quién si no Y todos los elefantes rompieron A reír como nunca antes lo habían hecho Y mientras se reían, empezó a llover A medida que las gota de lluvia caían sobre Elmer, iban dejando al descubierto sus colores.",2
"La lluvia ya había limpiado a Elmer por completo, y los elefantes aún seguían riéndose —Elmer —dijo un viejo elefante entre carcajadas—, nos has gastado muchas bromas, pero esta ha sido la más divertida.",2
—Tenemos que conmemorar este día todos los años — sugirió otro —Será el Día de Elmer Todos los elefantes se harán dibujos en la piel y Elmer se pintará de color elefante.,2
"Y eso es precisamente lo que hacen Un día al año, se pintan de colores y desfilan Ese día, si por casualidad ves un elefante con la piel de color elefante, seguro que.",2
"EL ARMADILLO QUE VINO A CENAR Una tranquila y calurosa tarde de verano, el lobo, Estofado y Tortilla estaban haciendo un picnic Las abejas zumbaban, los pájaros cantaban y algo.",2
"hacía ruido -¿Eso que suena son tus tripas, Dobo - preguntó Estofado El lobo dijo que no con la cabeza Pero el ruido se hizo más y más fuerte, hasta que.",2
¡un pedrusco cayó rodando sobre el picnic y se chocó contra un árbol ¡Mi sándwich - dijo lobo -¡Ay -dijo el pedrusco Estofado nunca había oído a una piedra decir «ay».,2
"-¿Está usted bien, señor Pedrusco -le susurró- ¿Necesita un abrazo No soy un pedrusco —dijo el ofendido— Soy un armadillo muy duro, así que no necesito abrazos, muchas gracias.",2
-Ah -dijo Estofado- ¿Cómo te llamas -Qué CHICHÓN -murmuró el armadillo tambaleándose -¡Te has dado un buen golpe -exclamó el lobo- ¿Por qué no vienes a casa a cenar con nosotros.,2
"-Cuidaremos de ti, Chichón -le tranquilizó Estofado A la mañana siguiente, al despertar, Chichón se sentía muchísimo mejor ¡Pero la casa del lobo era un desastre.",2
"-¡Ups ¡Perdón Cuando duermo doy muchas vueltas - explicó Chichón- Por debajo de las cosas, por encima de las cosas y por dentro de las cosas.",2
"¡Mi jarrón - dijo lobo -¿Estás bien -le pregunto Estofado ¿Necesitas un abrazo -No, gracias -respondió Chichón- ¡No necesito abrazos El lobo miró las plantas de su casa con nerviosismo.",2
"-¡Vamos a jugar afuera - les propuso -¡Es la hora del fútbol -gritó Estofado, pasándole la pelota a Chichón Chichón la lanzó por el aire, la hizo botar sobre su cabeza, sobre su rodilla, ¡y después la lanzó dentro de la portería.",2
"—¡Qué buen disparo —le animó Estofado, corriendo a darle un abrazo —¡ Abrazos no, gracias —dijo Chichón— Vamos a buscar la pelota No encontraron la pelota, pero sí a dos conejos muy contentos, -¡Hemos estado en la feria.",2
"-les dijeron con una gran sonrisa -¿Podemos ir, Dobo -pidió Estofado -¡Claro que sí -asintió el lobo- ¿Quieres venir, Chichón ¡Pero el armadillo ya estaba bajando la colina a todo correr.",2
"Entonces, tropezó y ¡Ve más lento -dijo Estofado ¡entró rodando en la feria Tiró los bolos, atravesó el carrusel chocando contra todo, ¿Qué es ese ruido.",2
"¡Es un pedrusco Pinchó el castillo hinchable, ¡No, es un armadillo ¡Ha espachurrado mi helado ¡y cayó haciendo CHOF en el puesto de helados -¡Mi globo.",2
"-se quejó Bebé Tejón, llorando -¡Has estropeado la feria –le dijo Tejón enfadado– ¡Y has explotado el globo de mi bebé Chichón se puso colorado.",2
"Se le llenaron los ojos de lágrimas Y antes siquiera de que Estofado pudiera ofrecerle un abrazo, echó a correr hacia los árboles ¡Vuelve, Chichón.",2
"-¡Menos mal -refunfuñó Tejón- ¡No necesitamos a un armadillo duro como él en nuestro bosque -Pero es mi amigo -dijo Estofado sollozando -Chichón volverá, estoy seguro -la consoló el lobo.",2
"Pero la ovejita Estofado no estaba tan segura Justo entonces, oyeron un ruido Sin embargo, no el de un armadillo rodando Era el de un pedrusco ENORME.",2
"¡E iba directamente hacia Estofado ¡No iba a poder salvarse -¡Espera -gritó el lobo- ¿Ese es ¡Ya voy, Estofado Chichón se echó a rodar valientemente delante del pedrusco, y.",2
"salvó a Estofado -¡Estofado ¿Estás bien -gritó el lobo asustado -Sí, Dobo, estoy bien -respondió Estofado- Pero ¿Cómo está Chichón Estofado le ayudó a levantarse con cuidado.",2
"-¿Te has hecho daño -le preguntó- ¿Necesitas un abrazo Chichón soltó un quejido y susurró: -¡Sí, por favor Estofado se acurrucó contra la tripa blandita y peluda de Chichón, y Chichón se convenció de que a lo mejor los armadillos duros como él.",2
"¡sí necesitan abrazos, después de todo -¡Siempre he dicho que es útil tener a un armadillo duro cerca -dijo Tejón con aire presumido -Bueno -dijo el viejo lobo, de acuerdo con él, es duro por fuera, pero por dentro es muy blandito.",2
"El circo de las PALABRAS Leo estaba viejo y desdentado No gruñía, no cazaba Le gustaba más canturrear que asustar Cuando salía a la pista, en vez de rugir, cantaba.",2
"Y el público, en vez de aplaudir, protestaba Un día le llegó el mensaje: “Ve preparando el equipaje, en el Circo Pirulí no hay lugar para ti”.",2
"Hizo las maletas y se marchó “Pues casi mejor, aquí no era feliz” Mona tenía una pata quebrada de tanto hacer de macaca bala Vaya trabajo arriesgado.",2
"¡No hay derecho Tenía el cuerpo mazado Con cada nueva función le salía un moratón Una noche dijo: ""¡Nunca más "", y se plantó en un pispás.",2
"Y, desde entonces, cada día, recitaba una poesía subida sobre el cañón (directa desde el corazón) Y al poco le llegó el mensaje: “Ve preparando el equipaje, en el Circo Colibrí no hay lugar para u”.",2
"Cogió la mochila y se marchó “Pues mucho mejor, de bala no era feliz” Ele estaba hasta las orejas de hacer de equilibrista Tenía vértigo, pies planos y estaba perdiendo vista.",2
"Vivía para el teatro, ¡ella quería actuar “Dejó el alambre y la chaqueta y recitó Romeo y Julieta (el abucheo fue total) Y al rato le llegó un Mensaje: “Ve preparando tu equipaje, en el Circo Manatí no hay lugar para ti”.",2
"Hizo un fardo y se marchó “Pues mucho mejor Para ser feliz quiero actuar, ¡soy actriz ” Foqui actuaba de payasa porque era el trabajo que había.",2
No tenía pizca de guasa y a nadie le daba risa Era tímida y retraída Tocar el piano era lo que más le gustaba en la vida.,2
"Cambió de ropa, despintó la cara y dio un concierto en la pista ¡Pasó de payasa a pianista Y al poco le llegó el mensaje “Ve preparando el equipaje, en el Circo Salsifí no hay lugar para ti».",2
"Cogió su piano y se marchó “Pues tanto mejor, Buscaré otro lugar donde me dejen tocar” Rufo era un perro callejero que recorría el país entero en el Circo Ilusionista.",2
"Lo echaron por ser mal mago, mal acróbata, mal trapecista y peor equilibrista, Él era otro tipo de artista A él le gustaba leer, vivir otros mundos, darle la vuelta a las cosas, vivir aventuras Viajaba en caravana y buscaba un nuevo oficio cada día de la semana.",2
"«¿En qué me puedo embarcar ¿Un restaurante ambulante ¡Ay, que no sé cocinar ¿Una piscina gigante Caramba, no sé nadar Algo que sepa hacer Que sea distinto, que no me quite de leer”.",2
"Y por más que cavilaba, no se le ocurría nada Una noche inspiradora leyendo a la luz de la luna tuvo una idea oportuna: inventar un nuevo circo, un circo de contar historias, una nueva cada día, con música, danza y poesía.",2
"Un circo con biblioteca ¡Será el circo de un poeta Se puso pronto en acción y allí mismo levantó una carpa colorida con luces, butacas, telón.",2
"Pero le faltaba vida ¿Qué le podía faltar Alguien para actuar Puso anuncios por doquier y, con la caravana, fue del mar a la sabana, del desierto al polo norte: ""Busco alguien que no le importe hacerlo todo al revés.",2
"Que no tenga miedo, a inventar, a escribir, a arriesgar"" El primero en llegar, ¿Quién fue Un león viejo y sin dientes —¿Qué sabes hacer, amigo.",2
"—Pues canto ópera y rap, rock y hasta reguetón — ¡Pues contratado, león Luego llegó una mona que recitaba poesía La contrató al segundo verso, ¡qué fantasía.",2
También llegó una elefante que era una actriz destacada ¡Contratada Luego una foca pianista ¿Qué mejor que un piano en la pista Y así nació este gran circo El Circo de las Palabras.,2
"Rufo inventaba una historia nueva cada día, y el grupo cantaba, bailaba, actuaba Un día era una función de amor; otro día, de aventuras; al siguiente, de terror; y en fines de semana, de magia y de fantasía.",2
"Del Circo de las Palabras solo con un ""¡abracadabra "" nacían mil y una historias Mil mundos posibles viajando por la memoria Con la imaginación es posible todo esto y mucho más.",2
"EL LOBO QUE QUERÍA DAR LA VUELTA AL MUNDO En el bosque, era invierno y Lobo se pasaba todo el día aburrido Sus amigos ya no sabían qué hacer para animarlo.",2
"Una mañana, se miró en el espejo y exclamó: — ¡Ya lo tengo Voy a viajar ¡Siempre he soñado con visitar otros países Dicho y hecho.",2
"En un santiamén preparó su mochila En París, Lobo admiró la ciudad a bordo de un barco turístico y descubrió la torre Eiffel —¡Qué grande y qué bonita es.",2
"— exclamó, maravillado — Pues si subes a lo más alto se puede ver el mundo entero —le aseguró una paloma Rápidamente, Lobo trepó hasta arriba para ver su bosque.",2
"Pero desde allí solo se veían tejados ¡Y a las palomas que se reían de él ¡Hola, amigos Estoy en París Es una ciudad muy bonita en la que hay dos tipos de personas: las que están muy apuradas y las que están sentadas en las terrazas de los cafés.",2
"¡Ya os echo de menos Mis amigos En el Bosque Lejano (FIN POSTAL) En Londres, Lobo visitó la ciudad con unas ardillas supersimpáticas Luego se dirigió al palacio de Buckingham: — Querría conocer a la reina de Inglaterra, por favor —le dijo al guardia que estaba delante de la puerta.",2
El guardia ni se inmutó Lobo intentó entrar por el lado y el guardia se puso a gritar: —¡Atrapen al lobo ¡La reina está en peligro.,2
"Atraparon al pobre Lobo y lo encerraron en el calabozo Por suerte, la reina lo había visto todo desde su balcón, e hizo que lo soltaran.",2
"—Siempre he soñado con tomar el té con un lobo —les explicó a sus súbditos En Italia, Lobo comió pasta, pizza y helado a todas horas.",2
"Mamma mia, ¡qué banquetes En Roma, visitó museos, pero se cansó enseguida En Venecia, se paseó en góndola pero, sin su Lupe querida, todo le parecía menos bonito.",2
"Mi querida Lupe Hoy he visitado Venecia la ciudad de los enamorados Todo es precioso, pero te echo mucho de menos Así que he decidido preguntarte ¿Quieres casarte conmigo.",2
"(FIN POSTAL) En Egipto, Lobo descubrió la esfinge y la gran pirámide —¿Quieres dar un paseo hasta el Nilo —le propuso un dromedario — ¡Iré encantado.",2
"—se alegró Lobo, que tenía mucho calor Al llegar al río, Lobo, feliz, metió las patas en el agua — ¡Cuidado — gritó el dromedario —.",2
"En el Nilo hay — ¡Socorro ¡Un cocodrilo —gritó Lobo, escapando por poco de sus terribles dientes En Kenia, Lobo se fue de safari Y de Al volante de un todoterreno, partió a explorar la sabana.",2
Eran las horas más calurosas del día y los animales estaban reunidos alrededor de la laguna —¡Hola a todos —los saludó Lobo —¿Eso qué es.,2
"—preguntó la cebra —No sé —respondió el hipopótamo —¿Una especie de hiena, quizá —sugirió el león —¡Qué decís Si soy un LOBO —¡Un lobo ¡AAAAHHHH.",2
"—¡Sálvese quien pueda —gritaron los animales aterrorizados Y desaparecieron en la espesura, dejando al pobre Lobo solo y triste En la isla de Madagascar, Lobo vio baobabs que tocaban el cielo y flores de colores extraordinarios.",2
"Pero bajo el agua ¡era más bonito todavía Lobo buceaba entre peces multicolores cuando, de pronto, un tiburón ballena apareció a su lado ¡Socorro ¡Auxilio.",2
"—gritó Lobo Desde la playa, una lémur observaba la escena —¡Qué miedoso eres, Hocico Largo —se burló—: ¡ese tiburón solo come plancton En Nepal, Lobo escaló el Everest, la montaña más alta del Himalaya.",2
"Al llegar a la cumbre se sentó a descansar No se fijó en la terrible criatura que lo observaba —Bienvenido a mi hogar, hermoso extranjero —le dijo Tití con voz acaramelada—.",2
"Podría comerte, pero eres demasiado guapo, ¡prefiero casarme contigo —¡Ah, no, de eso ni hablar —gritó Lobo Y salió por patas, bajó la montaña a toda velocidad y atravesó el valle y el país entero.",2
"Sin aliento, Lobo se detuvo al pie de la gran muralla en China Allí se encontró con un oso panda que estaba comiendo —¿Qué sucede, noble extranjero.",2
"—se preocupó el panda— Parece tener mucha prisa —¡Me persigue un yeti ¡Mejor dicho, una yeti ¿Podría indicarme cómo llegar al aeropuerto más cercano, por favor.",2
"Con mucho gusto —contestó el panda —, pero ¿no quiere primero que compartamos la comida Y le tendió un cuenco de arroz Lobo estaba hambriento, ¡no se hizo de rogar.",2
"Lobo se alegró de llegar a Australia Ya había tenido suficientes aventuras, deseaba un descanso Cuando se sintió de nuevo en forma, decidió ir a surfear a Sídney.",2
"Pero aquello no era tan fácil como imaginaba ¡Si no lo hubieran «pescado» unos canguros, se habría ahogado Hola, Alfredo: Hoy he hecho surf por primera vez en mi vida.",2
"¡Ha sido fantástico deslizarse por encima de las olas Si me hubieras visto, habrías estado orgulloso de mí Lobo, tu colega surfista En el Bosque Lejano 2ª casa a la izquierda del nido de la urraca (FIN POSTAL) Lobo llegó a Río de Janeiro en pleno carnaval.",2
"Se compró un disfraz y salió a explorar la ciudad ¡Todo era música, color y alegría Hizo nuevos amigos y bailó durante días y noches.",2
"Cuando terminó la fiesta, tuvo que volver a la normalidad Con gran pesar, guardó sus plumas ¡Nunca se había divertido tanto en su vida En Nueva York, Lobo contempló la estatua de la Libertad, paseó al pie de los rascacielos y fue de compras.",2
"Estaba eligiendo un regalo para Lucho cuando escuchó un grito justo a su lado: -¡Mi lobo querido ¡Por fin te he encontrado -¡Ah, no, ni hablar.",2
"-gritó Lobo, y salió corriendo Lobo atravesó llanuras, desiertos y grandes bosques Al límite de sus fuerzas, se detuvo ante una cabaña —¡Bienvenido a Quebec.",2
"— lo recibió un caribú Lobo se quedó dormido en sus brazos como un bebé Cuando se despertó, exclamó: —¡Ya estoy harto de viajar Está decidido: me vuelvo a mi bosque.",2
"Cuando llegó a su casa, Lobo soltó un gran suspiro de satisfacción: ¡Qué alegría estar de nuevo en casa Invitó a cenar a todos sus amigos e inmediatamente se puso a cocinar.",2
"EL PEZ ARCOIRIS En alta mar, en un lugar muy muy lejano, vivía Pero no se trataba de un pez cualquiera Era el pez más hermoso de todo el océano.",2
"Su brillante traje de escamas tenía todos los colores del arcoíris Los demás peces admiraban sus preciosas escamas y le llamaban «el pez Arcoíris» -¡Ven, pez Arcoíris.",2
"¡Ven a jugar con nosotros -le decían Pero el pez Arcoíris ni siquiera les contestaba, y pasaba de largo con sus escamas relucientes Pero un día, un pececito azul quiso hablar con él.",2
"-¡Pez Arcoíris, pez Arcoíris -le llamó- Por favor, ¿me regalas una de tus brillantes escamas Son preciosas, ¡y como tienes tantas -¿Que te regale una de mis escamas.",2
"¡Pero tú qué te has creído -gritó enfadado el pez Arcoíris- ¡Venga, fuera de aquí El pececito azul se alejó muy asustado Cuando se encontró con sus amigos, les dijo lo que le había contestado el pez Arcoíris.",2
"A partir de aquel día nadie quiso volver a hacerle caso, y ya ni le miraban; cuando se acercaba a ellos, todos le daban la espalda ¿De qué le servían al pez Arcoiris sus brillantes escamas, si nadie le miraba.",2
"Ahora era el pez más solitario de todo el océano Un día, Arcoíris le preguntó a la estrella de mar: -¡Con lo guapo que soy.",2
", ¿por qué no le gusto -No lo sé -le contestó la estrella de mar- Pregúntale al pulpo Octopus, que vive en la cueva que hay detrás del banco de coral.",2
"A lo mejor él tiene la respuesta El pez Arcoíris encontró la cueva Era tan oscura que casi no se veía nada Pero, de pronto, en medio de la oscuridad, se encontró con dos ojos brillantes que lo -Te estaba esperando -le dijo Octopus con una voz muy profunda-.",2
"Las olas me han contado tu historia Escucha mi consejo: regala a cada pez una de tus brillantes escamas Entonces, aunque ya no seas el pez más hermoso del océano, volverás a estar muy contento.",2
"Cuando el pez Arcoiris quiso contestarle, Octopus ya había desaparecido «¿Que regale mis escamas ¿Mis preciosas escamas brillantes —pensó el pez Arcoíris, horrorizado— ¡De ninguna manera.",2
"¡No ¿Cómo podría ser feliz sin ellas » De pronto, sintió que alguien le rozaba suavemente con una aleta ¡Era otra vez el pececito azul.",2
"—Pez Arcoíris, por favor, ¡no seas malo Dame una de tus escamas brillantes, ¡aunque sea una muy, muy pequeñita El pez Arcoíris dudó por un momento.",2
"«Si le doy una escama brillante muy pequeñita —pensó—, seguro que no la echaré de Con mucho cuidado, para no hacerse daño, el pez Arcoíris arrancó de su traje la escama brillante más pequeña de todas -¡Toma, te la regalo.",2
"¡Pero ya no me pidas más , ¿eh -¡Muchísimas gracias -contestó el pececito azul, loco de alegría- ¡Qué bueno eres, pez Arcoiris El pez Arcoíris se sentía muy raro.",2
"Siguió con la mirada al pececito azul durante un buen rato, viendo cómo se alejaba, haciendo zigzags y deslizándose como un rayo en el agua con su escama brillante.",2
"Al cabo de un rato, el pez Arcoiris se vio rodeado de muchos otros peces que también querían que les regalase una escama brillante Y, ¡quién lo iba a decir.",2
", Arcoiris repartió sus escamas entre todos los peces Cada vez estaba más contento ¡Cuanto más brillaba el agua a su alrededor, más feliz se sentía entre los demás peces.",2
"Al final, solo se quedó con una escama brillante para él ¡Había regalado todas las demás ¡Y era feliz , ¡tan feliz como jamás lo había sido.",2
"-¡Ven, pez Arcoíris, ven a jugar con nosotros -le dijeron todos los peces -¡Ahora mismo voy - les contestó el pez Arcoíris, y se fue contentísimo a jugar con sus nuevos amigos.",2
El asno y el caballo Portada » Fábulas » El asno y el caballo 235 El Asno Y El Caballo Escuchar cuento Cuento El asno y el caballo Adaptación de la fábula de Jean de la Fontaine.,2
"Un asno y un caballo vivían juntos desde su más tierna infancia y, como buenos amigos que eran, utilizaban el mismo establo, compartían la bandeja de heno, y se repartían el trabajo equitativamente.",2
"Su dueño era molinero, así que su tarea diaria consistía en transportar la harina de trigo desde el campo al mercado principal de la ciudad.",2
"La rutina era la misma todas las mañanas: el hombre colocaba un enorme y pesado saco sobre el lomo del asno, y minutos después, otro igual de enorme y pesado sobre el lomo del caballo En cuanto todo estaba preparado los tres abandonaban el establo y se ponían en marcha.",2
"Para los animales el trayecto era aburrido y bastante duro, pero como su sustento dependía de cumplir órdenes sin rechistar, ni se les pasaba por la mente quejarse de su suerte.",2
"Un día, no se sabe por qué razón, el amo decidió poner dos sacos sobre el lomo de asno y ninguno sobre el lomo del caballo Lo siguiente que hizo fue dar la orden de partir.",2
"– ¡Arre, caballo ¡Vamos, borrico … ¡Daos prisa o llegaremos tarde Se adelantó unos metros y ellos fueron siguiendo sus pasos, como siempre perfectamente sincronizados.",2
"Mientras caminaban, por primera vez desde que tenía uso de razón, el asno se lamentó: – ¡Ay, amigo, fíjate en qué estado me encuentro Nuestro dueño puso todo el peso sobre mi espalda y creo que es injusto.",2
"¡Apenas puedo sostenerme en pie y me cuesta mucho respirar El pequeño burro tenía toda la razón: soportar esa carga era imposible para él El caballo, en cambio, avanzaba a su lado ligero como una pluma y sintiendo la perfumada brisa de primavera peinando su crin.",2
"Se sentía tan dichoso, le invadía una sensación de libertad tan grande, que ni se paró a pensar en el sufrimiento de su colega A decir verdad, hasta se sintió molesto por el comentario.",2
"– Sí amiguete, ya sé que hoy no es el mejor día de tu vida, pero… ¡¿qué puedo hacer … ¡Yo no tengo la culpa de lo que te pasa.",2
"Al burro le sorprendió la indiferencia y poca sensibilidad de su compañero de fatigas, pero estaba tan agobiado que se atrevió a pedirle ayuda – Te ruego que no me malinterpretes, amigo mío.",2
"Por nada del mundo quiero fastidiarte, pero la verdad es que me vendría de perlas que me echaras una mano Me conoces y sabes que no te lo pediría si no fuera absolutamente necesario.",2
"El caballo dio un respingo y puso cara de sorpresa – ¡¿Perdona … ¡¿Me lo estás diciendo en serio El asno, ya medio mareado, pensó que estaba en medio de una pesadilla.",2
"– ‘No, esto no puede ser real… ¡Seguro que estoy soñando y pronto despertaré ’ El sudor empezó a caerle a chorros por el pelaje y notó que sus grandes ojos almendrados empezaban a girar cada uno hacia un lado, completamente descontrolados.",2
"Segundos después todo se volvió borroso y se quedó prácticamente sin energía Tuvo que hacer un esfuerzo descomunal para seguir pidiendo auxilio – Necesito que me ayudes porque yo… yo no puedo, amigo, no puedo continuar… Yo me… yo… ¡me voy a desmayar.",2
"El caballo resopló con fastidio – ¡Bah, venga, no te pongas dramático que tampoco es para tanto Te recuerdo que eres más joven que yo y estás en plena forma.",2
"Además, para un día que me libro de cargar no voy a llevar parte de lo tuyo ¡Sería un tonto redomado si lo hiciera Bajo el sol abrasador al pobre asno se le doblaron las patas como si fueran de gelatina.",2
"– ¡Ayuda… ayuda… por favor Fueron sus últimas palabras antes de derrumbarse sobre la hierba El dueño, hasta ese momento ajeno a todo lo que ocurría tras de sí, escuchó el ruido sordo que hizo el animal al caer.",2
"Asustado se giró y vio al burro inmóvil, tirado con la panza hacia arriba y la lengua fuera – ¡Oh, no, mi querido burro se ha desplomado.",2
"… ¡Pobre animal Tengo que llevarlo a la granja y avisar a un veterinario lo antes posible, pero ¿cómo puedo hacerlo Hecho un manojo de nervios miró a su alrededor y detuvo la mirada sobre el caballo.",2
"– ¡Ahora que lo pienso te tengo a ti Tú serás quien me ayude en esta difícil situación ¡Venga, no perdamos tiempo, agáchate El desconcertado caballo obedeció y se tumbó en el suelo.",2
"Entonces, el hombre colocó sobre su lomo los dos sacos de harina, y seguidamente arrastró al burro para acomodarlo también sobre la montura Cuando tuvo todo bien atado le dio unas palmaditas cariñosas en el cuello.",2
"– ¡Ya puedes ponerte en pie El animal puso cara de pánico ante lo que se avecinaba – Sí, ya sé que es muchísimo peso para ti, pero si queremos salvar a nuestro amigo solo podemos hacerlo de esta manera.",2
"¡Prometo que te recompensaré con una buena ración de forraje El caballo soltó un relincho que sonó a quejido, pero de nada sirvió Le gustara o no, debía realizar la ruta de regreso a casa con un cargamento descomunal sobre la espalda.",2
"Gracias a la rápida decisión del molinero llegaron a tiempo de que el veterinario pudiera reanimar al burro y dejarlo como nuevo en pocas horas El caballo, por el contrario, se quedó tan hecho polvo, tan dolorido y tan débil, que tardó tres semanas en recuperarse.",2
Un tiempo muy duro en el que también lo pasó mal a nivel emocional porque se sentía muy culpable Tumbado sobre el heno del establo lloriqueaba y repetía sin parar: – Por mi mal comportamiento casi pierdo al mejor amigo que tengo… ¿Cómo he podido portarme así con él.,2
"… ¡Tenía que haberle ayudado … ¡Tenía que haberle ayudado desde el principio Por eso, cuando se reunieron de nuevo, con mucha humildad le pidió perdón y le prometió que jamás volvería a suceder.",2
"El burro, que era un buenazo y le quería con locura, aceptó las disculpas y lo abrazó más fuerte que nunca.",2
"Moraleja: Esta fábula nos enseña lo importante que es cuidar, respetar y acompañar a las personas que amamos no solo en los buenos tiempos, sino también cuando atraviesan un mal momento en su vida No olvides nunca el sabio refrán español: ‘Hoy por ti, mañana por mí’.",2
Las cabras y el cabrero Portada » Fábulas » Las cabras y el cabrero 176 Las Cabras Y El Cabrero Escuchar cuento Cuento Las cabras y el cabrero: adaptación de la fábula de Esopo.,2
"Esta es la pequeña historia de un cabrero que todas las mañanas, en cuanto amanecía, salía de la granja seguido de sus cabras para que comieran hierba fresca en el campo.",2
"Un día, mientras las vigilaba, doce cabras montesas que vivían sin dueño saltando entre los peñascos se acercaron a las suyas con toda tranquilidad Le sorprendió gratamente ver cómo unas y otras se mezclaban pacíficamente y compartían el pasto como si se conocieran de toda la vida.",2
Pasado un ratito se dio cuenta de que ante sus narices tenía una oportunidad de oro que debía aprovechar – ¡Esto es genial Ya que se llevan tan bien me las llevaré todas y así tendré muchas más en el rebaño.,2
"Con el bastón las arremolinó junto a él y las fue dirigiendo hasta la granja Tanto las domésticas como las salvajes obedecieron sin rechistar, entraron en el establo ordenadamente y pasaron la noche juntitas.",2
"A la mañana siguiente el pastor se levantó y tomó un abundante desayuno a base de leche, pan y jamón Después se aseó, se colocó un sombrero de paja, y agarró con firmeza el bastón de pastorear.",2
"Con paso firme se acercó al establo, pero cuando iba a sacar a las cabras, estalló una enorme tormenta – ¡Vaya, qué contrariedad Me temo que hoy no podréis salir, cabritas mías.",2
Tenía que dar de comer a los animales pero con la lluvia era imposible llevarlas a pastar La única solución era cambiar el menú del día y darles heno del que tenía reservado para el invierno.,2
"– Tranquilas, tengo hierba seca guardada en el almacén ¡Ahora mismo os la traigo El hombre regresó con una carretilla llena de forraje y lo repartió pero no de forma equitativa: dio un puñado a cada una de sus cabras y tres puñados a cada cabra montesa.",2
– Sois mis invitadas y quiero que os sintáis a gusto aquí porque ahora ésta es vuestra casa ¡Os necesito y no quiero que os vayáis De esta manera sus cabras comieron lo justo mientras las otras disfrutaron de una enorme ración.,2
"Pasó el día, pasó la noche, y a la mañana siguiente la tormenta había desaparecido dejando paso a un brillante y cálido sol El pastor acudió al establo y abrió la gruesa puerta de madera.",2
"– ¡Venga, chicas, que hoy sí que nos vamos al prado ¡Ayer llovió mucho y hoy la hierba estará más húmeda y exquisita que nunca.",2
"Dando pasitos cortos todas las cabritas abandonaron el establo rumbo al campo Ya en el lugar elegido las del pastor se pusieron a comer con ansiedad mientras que las montesas, viéndose libres, salieron corriendo para regresar a la montaña donde siempre habían vivido.",2
"El pastor se quedó pasmado viendo cómo desaparecían en la lejanía y se enfureció – ¡Desagradecidas, sois unas desagradecidas ¡Os he dado más comida que a mis propias cabras y me lo pagáis así.",2
"… ¡Qué poca vergüenza tenéis Una de las cabras fugitivas escuchó sus palabras y le dijo desde lo alto de una roca: – ¡Estás muy equivocado, pastor.",2
¡La culpa de que nos vayamos es tuya El hombre se sintió más enfadado todavía – ¿Qué la culpa es mía ¿¡Pero cómo te atreves a decirme eso.,2
"La cabra montesa le miró a los ojos y sin pestañear, le gritó: – Sí, tuya porque tu comportamiento fue injusto y ya no confiamos en ti A las cabras que llevan tantos años contigo les diste menos comida que a nosotras cuando ni siquiera conoces.",2
"Si nos quedásemos a vivir contigo y un día llegaran otras cabras desconocidas tú las tratarías mejor a ellas que a nosotras Perdona que te lo diga, pero en la vida, los seres más queridos son lo primero.",2
"El pastor no pudo replicar nada porque entendió que había cometido un error garrafal La cabra tenía razón, pero ya era tarde Inmóvil y en silencio, contempló cómo ella y sus saltarinas compañeras se largaban felices por haber recuperado su libertad.",2
"Moraleja: No confíes en las personas que te prometen o te dan lo mejor a ti dejando de lado a sus verdaderos amigos Si no son buenos con la gente que más quieren, tampoco lo serán contigo.",2
Los carneros y el gallo Portada » Fábulas » Los carneros y el gallo 233 Los Carneros Y El Gallo Escuchar cuento Cuento Los carneros y el gallo: adaptación de la fábula de Godofredo Daireaux.,2
